10-Digit BBL,"Street Number",Street Name,"DOF Gross Square Footage",Energy Star 1 to 100 Score,"Energy Efficiency Grade"
4097100002,85-15,139 STREET,"7 3,280",80,B
4097100037,139-60,85 DRIVE,"1 14,000",77,B
4097100094,139-21,86 AVENUE,"3 8,394",51,D
4097110032,139-21,85 DRIVE,"1 22,640",52,D
4097110056,141-50,85 ROAD,"1 03,629",54,D
4097110075,139-79,85 DRIVE,"1 14,780",46,D
4097110125,139-05,85 DRIVE,"3 6,942",60,C
4097120102,141-35,85 ROAD,"1 79,072",37,D
4097120146,141-24,84 DRIVE,"5 3,580",58,C
4097120151,141-40,84 DRIVE,"5 5,722",29,D
4097120159,141-48,84 DRIVE,"3 0,047",62,C
4097120161,142-02,84 DRIVE,"6 6,924",65,C
4097120169,142-20,84 DRIVE,"6 7,000",100,A
4097120186,84-14,143 STREET,"4 1,661",48,D
4097130102,140-18,BURDEN CRESCENT,"5 7,672",67,C
4097130113,140-50,BURDEN CRESCENT,"6 1,050",51,D
4097130163,140-17,84 DRIVE,"3 8,790",13,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4097140018,141-05,PERSHING CRESCENT,"9 7,094",52,D
4097140075,84-23,MANTON STREET,"4 4,824",57,C
4097140138,141-30,84 ROAD,"4 6,942",38,D
4097140152,141-60,84 ROAD,"6 8,796",59,C
4097150146,141-30,PERSHING CRESCENT,"1 09,500",49,D
4097150220,140-55,BURDEN CRESCENT,"6 3,360",60,C
4097150228,140-21,84 DRIVE,"1 46,508",30,D
4097160102,84-35,LANDER STREET,"4 6,302",11,D
4097160118,84-11,LANDER STREET,"3 0,574",84,B
4097160122,84-03,LANDER STREET,"3 7,100",95,A
4097160126,143-10,HOOVER AVENUE,"1 16,841",69,C
4097160185,142-25,PERSHING CRESCENT,"3 9,000",62,C
4097180002,84-01,MAIN STREET,"1 74,240",51,D
4097190002,141-10,82 DRIVE,"3 57,885",72,B
4097230150,84-15,143 STREET,"6 5,315",41,D
4097240096,144-25,87 AVENUE,"2 73,882",84,B
4097240196,86-19,144 STREET,"6 5,988",65,C
4097240173,85-05,144 STREET,"1 01,354",69,C
4097270041,150-75,PARSONS BOULEVARD,"4 8,000",76,B
4097360108,143-25,84 DRIVE,"1 74,888",74,B
4097360141,84-42,SMEDLEY STREET,"3 9,898","missing required benchmarkinginformation",F
4097367501,143-41,84 DRIVE,"3 3,244","missing required benchmarkinginformation",F
4097380114,143-50,HOOVER AVENUE,"1 35,102",55,C
4097387501,143-20,HOOVER AVENUE,"5 0,071",92,A
4097400142,147-10,84 ROAD,"6 5,118",64,C
4097490036,84-35,152 STREET,"8 3,645","missing required benchmarkinginformation",F
4097530015,153-02,90 AVENUE,"5 7,144",63,C
4097540001,155-02,90 AVENUE,"7 2,000",77,B
4097550001,89-21,153 STREET,"4 1,396",89,A
4097550006,89-11,153 STREET,"9 3,480",75,B
4097550050,155-01,90 AVENUE,"1 19,900",63,C
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4097557501,89-14,PARSONS BOULEVARD,"4 26,884",40,D
4097570023,90-04,160 STREET,"5 7,721",59,C
4097580006,89-15,PARSONS BOULEVARD,"1 98,401",82,B
4097580021,160-10,89 AVENUE,"1 65,200",50,D
4097580035,89-20,161 STREET,"7 5,600",71,B
4097580041,89-30,161 STREET,"3 0,000","missing required benchmarkinginformation",F
4097600001,161-01,JAMAICA AVENUE,"9 1,693",51,D
4097600022,90-05,161 STREET,"5 4,496",4,D
4097600025,89-44,162 STREET,"9 8,187",64,C
4097600027,89-31,161 STREET,"6 4,360",79,B
4097609018,89-37,161 STREET,"4 2,691","missing required benchmarkinginformation",F
4097607501,161-21,JAMAICA AVENUE,"5 9,534",85,A
4097610048,162-20,89 AVENUE,"4 6,464",96,A
4097610083,162-29,JAMAICA AVENUE,"7 9,200",78,B
4097610036,89-09,162 STREET,"1 27,323",82,B
4097620001,88-25,153 STREET,"1 04,377",86,A
4097620028,88-06,PARSONS BOULEVARD,"5 5,500",28,D
4097620039,88-22,PARSONS BOULEVARD,"2 7,950",96,A
4097620058,153-19,89 AVENUE,"5 4,000",59,C
4097627501,88-20,PARSONS BOULEVARD,"4 6,199",31,D
4097630023,153-26,HILLSIDE AVENUE,"1 03,331",10,D
4097640077,88-40,161 STREET,"8 3,100",26,D
4097640082,88-44,161 STREET,"9 5,915",74,B
4097680001,162-05,89 AVENUE,"7 7,400",51,D
4097680012,88-35,162 STREET,"4 4,695",3,D
4097680060,162-11,89 AVENUE,"2 9,952",22,D
4097680022,162-02,HILLSIDE AVENUE,"3 0,600",56,C
4097730005,162-15,HIGHLAND AVENUE,"9 9,342",85,A
4097740001,87-01,PARSONS BOULEVARD,"3 84,249",92,A
4097930001,163-19,JAMAICA AVENUE,"5 4,978",74,B
4097930033,89-29,163 STREET,"7 9,572",57,C
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4097930069,89-38,164 STREET,"1 35,643",61,C
4097950001,165-17,JAMAICA AVENUE,"7 2,590",77,B
4097950003,165-11,JAMAICA AVENUE,"5 4,210",28,D
4097960005,166-25,JAMAICA AVENUE,"3 0,530",92,A
4097980039,166-40,89 AVENUE,"7 6,060",22,D
4098020058,90-38,170 STREET,"3 1,500",13,D
4098020041,90-20,170 STREET,"1 24,306",18,D
4098030009,89-21,169 STREET,"5 4,810",98,A
4098030015,89-07,169 STREET,"7 3,500",98,A
4098030024,89-12,170 STREET,"1 40,040",75,B
4098040050,90-26,171 STREET,"4 4,918",29,D
4098070073,89-23,171 STREET,"1 45,446",56,C
4098087501,172-17,JAMAICA AVENUE,"3 6,960",100,A
4098097501,91-14,175 STREET,"3 6,105",76,B
4098110016,91-31,175 STREET,"1 13,240",95,A
4098130033,88-04,164 STREET,"1 13,092",10,D
4098140001,164-03,89 AVENUE,"4 2,880",75,B
4098140006,88-35,164 STREET,"1 56,240",63,C
4098140026,164-30,HILLSIDE AVENUE,"1 38,240",33,D
4098140034,164-40,HILLSIDE AVENUE,"3 1,700",60,C
4098140116,87-84,165 STREET,"5 9,470",59,C
4098150056,88-12,MERRICK BOULEVARD,"2 02,900","missing required benchmarkinginformation",F
4098150067,88-24,MERRICK BOULEVARD,"8 2,576",16,D
4098170001,88-25,MERRICK BOULEVARD,"5 6,200",32,D
4098170006,88-05,MERRICK BOULEVARD,"7 1,826",82,B
4098170030,166-33,89 AVENUE,"9 9,344",71,B
4098180049,166-05,88 AVENUE,"3 6,768",11,D
4098190003,88-15,168 STREET,"1 28,961",85,A
4098200038,168-36,88 AVENUE,"5 0,976",56,C
4098200049,168-42,88 AVENUE,"5 0,976",57,C
4098230009,169-04,88 AVENUE,"4 0,344",31,D
4098240043,170-06,88 AVENUE,"5 9,160",40,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4098270008,88-05,171 STREET,"6 3,460",97,A
4098270018,87-87,171 STREET,"6 2,676",85,A
4098270025,87-67,171 STREET,"2 7,252",91,A
4098287501,89-16,175 STREET,"7 6,885",81,B
4098300001,173-17,89 AVENUE,"5 0,400",29,D
4098300035,87-20,175 STREET,"6 7,343",70,B
4098307501,87-26,175 STREET,"4 2,454",66,C
4098307502,87-12,175 STREET,"3 3,349",69,C
4098330035,88-10,178 STREET,"1 13,136",86,A
4098340041,175-45,88 AVENUE,"1 08,024",63,C
4098340056,175-21,88 AVENUE,"1 00,947",78,B
4098350003,175-01,HILLSIDE AVENUE,"3 41,305",33,D
4098350026,177-14,87 DRIVE,"2 7,840",60,C
4098350033,177-30,WEXFORD TERRACE,"6 4,798",77,B
4098350040,175-61,HILLSIDE AVENUE,"3 4,000",30,D
4098360001,87-40,165 STREET,"1 21,138","missing required benchmarkinginformation",F
4098360022,164-20,HIGHLAND AVENUE,"1 15,312",76,B
4098370044,87-15,165 STREET,"5 4,991",87,A
4098370080,165-20,HIGHLAND AVENUE,"5 4,084",21,D
4098380062,87-50,167 STREET,"1 23,914",5,D
4098380089,87-05,166 STREET,"3 5,970",37,D
4098430019,170-40,HIGHLAND AVENUE,"5 8,300",81,B
4098430029,170-49,CEDARCROFT ROAD,"5 2,000",6,D
4098440005,170-10,CEDARCROFT ROAD,"4 8,400",92,A
4098440110,87-50,KINGSTON PLACE,"8 4,611",32,D
4098450001,175-27,87 DRIVE,"7 0,625",21,D
4098450012,175-05,87 DRIVE,"7 4,000",83,B
4098450027,172-70,HIGHLAND AVENUE,"1 15,312",75,B
4098460011,86-47,HIGHLAND AVENUE,"2 7,805","missing required benchmarkinginformation",F
4098490130,166-05,HIGHLAND AVENUE,"1 99,100",95,A
4098580011,164-11,CHAPIN PARKWAY,"9 7,766",4,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4098580014,164-10,84 AVENUE,"5 5,626",90,A
4098580039,165-01,CHAPIN PARKWAY,"5 3,770",62,C
4098580100,167-01,GOTHIC DRIVE,"2 40,000",79,B
4098590088,84-49,168 STREET,"1 33,175",84,B
4098600040,84-50,169 STREET,"9 3,000",34,D
4098670002,165-65,84 AVENUE,"2 31,787",93,A
4098750001,83-10,84 AVENUE,"2 8,320",53,D
4098800030,170-25,HIGHLAND AVENUE,"3 3,000",21,D
4098820010,172-14,HENLEY ROAD,"1 11,900",80,B
4098840043,175-06,DEVONSHIRE ROAD,"9 4,800",26,D
4098950081,90-60,179 PLACE,"3 0,000",23,D
4099130059,88-50,179 STREET,"4 7,844",60,C
4099137501,178-02,HILLSIDE AVENUE,"2 31,484",100,A
4099140001,179-01,90 AVENUE,"1 09,400",39,D
4099170013,88-30,182 STREET,"5 8,146",43,D
4099190006,88-15,182 PLACE,"1 87,000",66,C
4099370001,178-10,WEXFORD TERRACE,"1 64,360",76,B
4099370025,178-60,WEXFORD TERRACE,"5 7,186",91,A
4099370042,87-24,MIDLAND PARKWAY,"6 1,769",46,D
4099377501,178-36,WEXFORD TERRACE,"3 2,317",45,D
4099380078,86-45,87 DRIVE,"2 16,543",82,B
4099440001,87-01,MIDLAND PARKWAY,"3 4,200",26,D
4099440030,180-05,HILLSIDE AVENUE,"3 6,708","missing required benchmarkinginformation",F
4099447501,180-16,WEXFORD TERRACE,"2 6,470",79,B
4099450048,86-75,MIDLAND PARKWAY,"1 02,108",99,A
4099500009,182-30,WEXFORD TERRACE,"1 84,896",78,B
4099500057,183-11,HILLSIDE AVENUE,"1 39,143",80,B
4099510011,182-25,WEXFORD TERRACE,"8 0,550",73,B
4099540049,87-46,CHELSEA STREET,"5 8,350",45,D
4099540066,185-01,HILLSIDE AVENUE,"9 5,040",89,A
4099600005,187-35,HILLSIDE AVENUE,"6 3,936",46,D
4099700038,137-11,90 AVENUE,"4 5,000",49,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4099700100,88-83,VAN WYCK EXPRESSWAY SR E,"3 8,000",18,D
4099780001,138-28,90 AVENUE,"3 1,400",6,D
4099780006,138-42,90 AVENUE,"8 3,700",61,C
4099780034,90-25,138 PLACE,"2 7,200",67,C
4099780038,90-15,138 PLACE,"2 5,500",22,D
4099820022,139-05,ARCHER AVENUE,"2 7,340",43,D
4099820023,139-01,ARCHER AVENUE,"3 7,995",91,A
4099930003,144-06,94 AVENUE,"8 5,678",96,A
4099980095,148-10,ARCHER AVE,"1 42,533",100,A
4099987501,147-40,ARCHER AVENUE,"6 32,045",100,A
4099987502,147-25,94 AVENUE,"5 05,432","missing required benchmarkinginformation",F
4099997501,147-36,94 AVENUE,"3 73,632",89,A
4100010001,95-04,149 STREET,"5 3,666",61,C
4100207501,144-15,LIBERTY AVENUE,"4 7,713","missing required benchmarkinginformation",F
4100240012,143-26,101 AVENUE,"1 12,144",4,D
4100300012,97-16,SUTPHIN BOULEVARD,"6 7,872","missing required benchmarkinginformation",F
4100307501,97-04,SUTPHIN BOULEVARD,"1 48,538","missing required benchmarkinginformation",F
4100310007,147-16,97 AVENUE,"2 9,674","missing required benchmarkinginformation",F
4100417501,143-18,LIBERTY AVENUE,"4 3,389",87,A
4100430006,144-10,LIBERTY AVENUE,"5 5,263","missing required benchmarkinginformation",F
4100500010,145-19,LIVERPOOL STREET,"5 1,000",48,D
4101000001,159-02,JAMAICA AVENUE,"4 00,000",5,D
4101010003,160-08,JAMAICA AVENUE,"1 63,597",31,D
4101020004,162-10,JAMAICA AVENUE,"4 71,648",62,C
4101020010,162-24,JAMAICA AVENUE,"3 8,255",56,C
4101070090,150-24,BEAVER ROAD,"3 8,400",71,B
4101070132,95-50,TUCKERTON STREET,"2 6,500","missing required benchmarkinginformation",F
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4101250033,106-24,158 STREET,"1 95,000",2,D
4101250012,106-16,158 STREET,"7 0,000",2,D
4101270001,159-02,TUSKEGEE AIRMEN WAY,"1 77,000",2,D
4101440042,155-02,108 AVENUE,"3 5,450",53,D
4101440047,108-29,155 STREET,"9 3,893",8,D
4101480001,108-09,159 STREET,"1 55,000",2,D
4101550024,92-30,MERRICK BOULEVARD,"4 7,744",74,B
4101550123,92-23,165 STREET,"3 2,737","missing required benchmarkinginformation",F
4101557501,92-61,165 STREET,"1 13,015",91,A
4101550029,165-15,ARCHER AVENUE,"7 8,800",60,C
4101560022,92-18,168 STREET,"4 5,000",95,A
4101700023,107-37,166 STREET,"8 2,000",83,B
4101700050,107-02,MERRICK BOULEVARD,"1 44,474",95,A
4101780001,108-35,167 STREET,"1 64,840",58,C
4102007501,110-42,MERRICK BOULEVARD,"7 7,105",17,D
4102100022,168-42,JAMAICA AVENUE,"3 4,536",19,D
4102120033,92-33,170 STREET,"1 42,583",100,A
4102137501,172-18,JAMAICA AVENUE,"2 6,644",58,C
4102150001,92-07,175 STREET,"9 6,000",17,D
4102500001,107-05,WREN PLACE,"3 7,000",53,D
4102620006,109-14A,172 STREET,"5 2,326",23,D
4102620011,109-15,MERRICK BOULEVARD,"1 18,566",12,D
4103150135,115-40,DUNKIRK STREET,"5 7,201",39,D
4103300110,177-08,LIBERTY AVENUE,"2 7,400","missing required benchmarkinginformation",F
4103320006,177-18,104 AVENUE,"2 9,000",14,D
4103360059,108-20,180 STREET,"2 8,400",81,B
4103360160,109-05,178 STREET,"5 1,324",43,D
4103430015,180-50,LIBERTY AVENUE,"2 8,000",91,A
4103430047,182-20,LIBERTY AVENUE,"1 80,000",58,C
4103430070,104-20,DUNKIRK STREET,"2 9,600",85,A
4103430100,106-10,DUNKIRK STREET,"2 5,045",85,A
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4103520050,183-02,JAMAICA AVENUE,"2 6,621",25,D
4103520125,187-10,JAMAICA AVENUE,"3 8,000",22,D
4103530085,187-07,HENDERSON AVENUE,"2 5,668",57,C
4104470007,191-02,90 AVENUE,"1 10,000",8,D
4104610057,88-73,193 STREET,"5 3,200",14,D
4104610086,88-19,193 STREET,"3 4,692",47,D
4104750350,201-11,JAMAICA AVENUE,"4 0,500",100,A
4104990075,190-05,HILLSIDE AVENUE,"1 06,316",56,C
4104990083,188-30,87 DRIVE,"6 8,466",52,D
4105040051,86-84,PALO ALTO STREET,"2 8,581",98,A
4105240001,196-01,POMPEII AVENUE,"1 20,184",49,D
4105350010,87-40,FRANCIS LEWIS BOULEVARD,"1 92,616",75,B
4105350050,204-15,FOOTHILL AVENUE,"1 85,016",82,B
4105380010,87-10,204 STREET,"2 77,525",74,B
4105380070,87-50,204 STREET,"1 85,016",72,B
4105420103,94-40,210 STREET,"3 4,560",9,D
4105710001,89-15,FRANCIS LEWIS BOULEVARD,"6 8,294",96,A
4105820016,207-11,89 AVENUE,"1 04,630",36,D
4106020034,212-51,JAMAICA AVENUE,"2 8,500",97,A
4106260001,213-09,213 STREET,"1 50,150",61,C
4106810056,212-29,HILLSIDE AVENUE,"1 44,995",57,C
4106980006,93-23,218 STREET,"4 5,760",39,D
4107040020,92-76,220 STREET,"3 2,000","missing required benchmarkinginformation",F
4107410048,222-25,JAMAICA AVENUE,"4 6,961","missing required benchmarkinginformation",F
4107560001,91-37,222 STREET,"1 55,000",32,D
4107890235,218-63,97 AVENUE,"2 5,325","missing required benchmarkinginformation",F
4107890250,219-38,JAMAICA AVENUE,"8 1,000","missing required benchmarkinginformation",F
4107890264,219-54,JAMAICA AVENUE,"5 8,868","missing required benchmarkinginformation",F
4107890276,221-10,JAMAICA AVENUE,"4 7,062",50,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4107890279,95-20,222 STREET,"9 8,116",61,C
4108080050,97-59,98 AVENUE,"2 9,000","missing required benchmarkinginformation",F
4108130005,222-22,JAMAICA AVENUE,"9 9,814",5,D
4108140008,94-06,225 STREET,"8 1,900",45,D
4108190001,92-41,190 STREET,"3 16,540",100,A
4108200001,91-59,191 STREET,"3 2,100",95,A
4108200068,91-60,193 STREET,"7 0,513",81,B
4108200083,191-11,WOODHULL AVENUE,"3 4,340",97,A
4108210001,91-61,193 STREET,"4 5,000",13,D
4108210018,91-35,193 STREET,"8 1,091",58,C
4108210060,91-32,195 STREET,"6 9,312",72,B
4108220001,195-06,WOODHULL AVENUE,"6 0,000",86,A
4108230031,195-24,JAMAICA AVENUE,"2 7,849",100,A
4108910021,104-25,195 STREET,"7 8,030",98,A
4109060001,203-02,203 STREET,"1 08,220",62,C
4109260050,190-20,108 ROAD,"5 7,600",50,D
4109440301,204-08,203 STREET,"1 22,740",83,B
4109450110,109-62,FRANCIS LEWIS BOULEVARD,"2 5,030",70,B
4109750001,199-02,112 AVENUE,"3 4,452",23,D
4110180021,201-15,115 AVENUE,"9 7,200",71,B
4110490001,207-01,116 AVENUE,"2 52,665",60,C
4111080009,218-01,105 AVENUE,"4 1,000",28,D
4111510081,104-08,HOLLIS AVENUE,"2 9,346",48,D
4111980050,110-30,221 STREET,"1 70,000",57,C
4112840051,115-30,221 STREET,"3 3,106",64,C
4113000001,218-01,116 AVENUE,"7 9,750",16,D
4114030001,88-17,NORTH CONDUIT AVENUE,"1 50,000",88,A
4114040136,137-30,REDDING STREET,"3 2,419",66,C
4114177501,85-09,151 AVENUE,"2 02,489",63,C
4114177502,149-30,88 STREET,"1 99,444",29,D
4114210013,150,CROSS BAY BOULEVARD,"1 20,700",82,B
4114290001,82-12,151 AVENUE,"3 0,072",66,C
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4114310015,86-10,151 AVENUE,"1 69,000",34,D
4114310036,151-20,88 STREET,"1 69,000",82,B
4114317501,84-39,153 AVENUE,"1 98,707",100,A
4114317502,151-15,84 STREET,"1 98,687",76,B
4114340007,88-08,151 AVENUE,"1 49,000",28,D
4114340025,89-35,155 AVENUE,"1 52,100",52,D
4114340050,88-25,155 AVENUE,"1 52,100",100,A
4114340075,153-25,88 STREET,"7 7,701",40,D
4114340100,151-25,88 STREET,"1 52,100",52,D
4114450001,153-23,153 AVENUE,"7 8,544",58,C
4114460001,84-09,155 AVENUE,"1 58,600",72,B
4114460012,84-10,153 AVENUE,"1 58,600",48,D
4114460050,84-40,153 AVENUE,"1 58,600",59,C
4114590001,155-31,155 AVENUE,"1 12,500",51,D
4114750011,109-35,108 STREET,"1 01,850",38,D
4115430100,112-20,ROCKAWAY BOULEVARD,"1 50,384",62,C
4116000026,119-17,111 AVENUE,"3 3,800",32,D
4116020001,121-02,109 AVENUE,"3 0,000",42,D
4116070001,126-12,109 AVENUE,"1 82,360",67,C
4116230001,118-20,111 AVENUE,"7 3,920",34,D
4116390022,111-26,VAN WYCK EXPRESSWAY SR W,"2 8,223",56,C
4116730001,130-24,115 AVENUE,"1 29,600",30,D
4116940027,130-01,ROCKAWAY BOULEVARD,"2 1,240",42,D
4117140100,116-30,122 STREET,"2 30,580",86,A
4117470052,125-14,ROCKAWAY BOULEVARD,"2 6,100",100,A
4118820001,129-15,150 AVENUE,"6 8,000",53,D
4118860001,148-18,134 STREET,"7 5,838",89,A
4118860010,132-26,SOUTH CONDUIT AVENUE,"6 9,700",87,A
4118860021,132-10,149 AVENUE,"4 5,495","missing required benchmarkinginformation",F
4119420302,109-17,INWOOD STREET,"1 29,584",59,C
4119720070,142-08,LINDEN BOULEVARD,"2 43,100",60,C
4120190010,145-01,119 AVENUE,"7 7,600",80,B
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4120330010,120-25,141 STREET,"2 2,176",38,D
4120510020,125-30,SUTPHIN BOULEVARD,"1 95,000",91,A
4120510001,125-20,SUTPHIN BOULEVARD,"1 04,824",16,D
4120930020,138-10,135 AVENUE,"2 33,210",80,B
4120930034,135-30,140 STREET,"1 99,873",32,D
4120990016,145-11,NORTH CONDUIT AVENUE,"7 3,476",46,D
4120990050,144-10,135 AVENUE,"1 14,800",75,B
4120990030,144-02,135 AVENUE,"2 06,936",84,B
4121040001,126-28,149 STREET,"5 2,065",13,D
4121300014,151-20,BAISLEY BOULEVARD SOUTH,"8 5,900",64,C
4121370020,153-90,ROCKAWAY BOULEVARD,"7 0,690",54,D
4121410007,109-29,SUTPHIN BOULEVARD,"5 5,015","missing required benchmarkinginformation",F
4121480100,159-01,110 AVENUE,"3 52,800",2,D
4121510001,109-02,BRINKERHOFF AVENUE,"1 09,240",40,D
4121820080,160-60,CLAUDE AVENUE,"7 7,000",100,A
4121830035,162-25,112 ROAD,"5 3,197",89,A
4122000052,114-02,GUY R BREWER BLVD,"4 3,000",95,A
4122350002,116-51,157 STREET,"2 27,376",72,B
4122350022,116-30,GUY R BREWER BOULEVARD,"2 14,496",99,A
4122610001,156-10,BAISLEY BOULEVARD,"1 75,040",63,C
4122770001,131-10,GUY R BREWER BOULEVARD,"1 00,752",75,B
4122770002,,GUY R BREWER BOULEVARD,"1 45,000",86,A
4123110030,155-15,NORTH CONDUIT AVENUE,"1 06,946",24,D
4123110050,156-01,NORTH CONDUIT AVENUE,"3 1,365",15,D
4123220001,166-01,LINDEN BOULEVARD,"2 34,636",100,A
4123230036,112-33,167 STREET,"6 1,677",79,B
4123340273,114-05,170 STREET,"5 7,006",31,D
4123350044,116-45,GUY R BREWER BOULEVARD,"6 15,000",99,A
4123350049,116-01,GUY R BREWER BLVD,"1 89,693",7,D
4123410031,166-01,116 AVENUE,"5 0,800",22,D
4123810010,122-05,SMITH STREET,"4 0,850",58,C
4123930001,114-01,MERRICK BOULEVARD,"4 0,590",52,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4124390032,187-40,FOCH BOULEVARD,"4 1,232",22,D
4124830030,123-27,MERRICK BOULEVARD,"5 1,300",100,A
4124940008,130-35,MERRICK BOULEVARD,"3 4,273",75,B
4124950002,163-15,BAISLEY BOULEVARD,"6 ,940,450",16,D
4124950270,133-25,GUY R BREWER BLVD,"3 04,128",89,A
4124950166,171-05,137 AVENUE,"9 4,794",74,B
4124950065,126-10,BAISLEY BOULEVARD,"1 65,600",68,C
4125290205,127-10,LOCUST MANOR LANE,"8 4,363",86,A
4125290238,170-06,BAISLEY BOULEVARD,"4 3,353",100,A
4125290239,171-04,BAISLEY BOULEVARD,"8 6,648",93,A
4125290230,169-30,BAISLEY BOULEVARD,"5 6,926",76,B
4125290228,126-02,LOCUST MANOR LANE,"5 4,775",76,B
4125290220,126-30,LOCUST MANOR LANE,"8 7,225",71,B
4126037501,118-35,FARMERS BOULEVARD,"9 8,930","missing required benchmarkinginformation",F
4126720001,121-15,LUCAS STREET,"4 9,410",17,D
4127230076,188-02,RIDGEDALE STREET,"1 22,080",84,B
4128200001,235-01,121 AVENUE,"1 29,378",44,D
4129270028,218-02,132 AVENUE,"5 3,100",42,D
4129450002,131-03,234 STREET,"1 52,362",99,A
4129580050,218-01,MERRICK BOULEVARD,"3 5,900",60,C
4129720067,133-21,232 STREET,"4 1,712","missing required benchmarkinginformation",F
4129730001,233-15,MERRICK BOULEVARD,"7 8,380",36,D
4129800001,133-33,BROOKVILLE BOULEVARD,"2 60,000",77,B
4129930118,179-37,137 AVENUE,"9 9,000",59,C
4129990044,132-20,BELKNAP STREET,"1 49,804",75,B
4129990160,136-10,SPRINGFIELD BOULEVARD,"7 8,944",3,D
4129990220,184-04,MERRICK BOULEVARD,"9 6,071",53,D
4130190010,136-41,218 STREET,"4 5,434","missing required benchmarkinginformation",F
4130570056,143-40,SPRINGFIELD BLVD,"2 85,170",57,C
4131700012,229-02,137 AVENUE,"7 9,200",23,D
4132220001,135-21,136 AVENUE,"1 3,334",53,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4132927501,177-50,SOUTH CONDUIT AVENUE,"3 5,529",73,B
4133310001,145-12,SPRINGFIELD BLVD,"1 60,000",71,B
4133530020,146-02,GUY R BREWER BLVD,"6 9,000",35,D
4133630006,184-45,147 AVENUE,"2 9,393",48,D
4133640040,147-35,FARMERS BOULEVARD,"4 0,105",35,D
4133650001,147-48,175 STREET,"3 2,189",60,C
4133660020,168-35,ROCKAWAY BOULEVARD,"3 9,000",1,D
4133760029,175-11,148 AVENUE,"2 6,850",89,A
4133760040,147-39,175 STREET,"3 6,100",66,C
4133790067,175-11,148 ROAD,"2 9,400",18,D
4133800001,148-36,GUY R BREWER BOULEVARD,"3 1,209",50,D
4133800033,175-01,ROCKAWAY BOULEVARD,"3 0,000",69,C
4134060028,178-02,147 AVENUE,"2 8,228",94,A
4134060039,147-02,181 STREET,"3 2,703",51,D
4134060183,179-17,149 AVENUE,"2 7,618",1,D
4134080001,147-29,182 STREET,"2 7,359",43,D
4134080009,147-04,183 STREET,"4 7,959",37,D
