,10-Digit BBL,"Street Number",Street Name,"DOF Gross Square Footage",Energy Star 1 to 100 Score,"Energy Efficiency Grade"
19897,4021380043,104-21,68 DRIVE,"9 7,200",63,C
19898,4021390001,105-05,69 AVENUE,"1 12,596",91,A
19899,4021390007,104-20,68 DRIVE,"1 26,000",36,D
19900,4021390026,68-64,YELLOWSTONE BOULEVARD,"1 32,960",83,B
19901,4021400021,69-10,YELLOWSTONE BOULEVARD,"1 91,000",74,B
19902,4021410001,69-40,YELLOWSTONE BOULEVARD,"1 54,401",77,B
19903,4021430001,105-00,62 AVENUE,"1 65,780",58,C
19904,4021440002,105-10,62 ROAD,"8 5,908",55,C
19905,4021440015,105-40,62 ROAD,"1 11,520",91,A
19906,4021440020,105-55,62 DRIVE,"5 4,996",73,B
19907,4021450028,62-60,108 STREET,"7 3,470",81,B
19908,4021460028,63-10,108 STREET,"8 2,730",95,A
19909,4021480001,63-61,YELLOWSTONE BOULEVARD,"2 88,711",50,D
19910,4021497501,64-05,YELLOWSTONE BOULEVARD,"1 80,834",68,C
19911,4021500001,64-35,YELLOWSTONE BOULEVARD,"2 73,771",92,A
19912,4021510101,65-05,YELLOWSTONE BOULEVARD,"1 56,108",98,A
19913,4021510127,65-10,108 STREET,"8 5,427",45,D
19914,4021520101,105-07,66 AVENUE,"1 09,800",97,A
19915,4021520106,105-10,65 ROAD,"4 3,308",86,A
19916,4021530001,105-07,66 ROAD,"1 83,115",72,B
19917,4021530025,66-20,108 STREET,"7 5,084",82,B
19918,4021540001,66-38,YELLOWSTONE BOULEVARD,"2 22,030",91,A
19919,4021550001,67-07,YELLOWSTONE BOULEVARD,"2 44,368",85,A
19920,4021560001,67-35,YELLOWSTONE BOULEVARD,"1 18,096",80,B
19921,4021570001,67-71,YELLOWSTONE BOULEVARD,"1 15,566",74,B
19923,4021570015,67-66,108 STREET,"2 34,958",86,A
19924,4021580028,68-10,108 STREET,"7 4,532",71,B
19925,4021590002,62-27,108TH STREET,"3 66,727",6,D
19926,4021597501,108-75,62 DRIVE,"6 42,544",100,A
19927,4021620122,61-20,GRAND CENTRAL PARKWAY,"4 28,836",38,D
19928,4021660001,62-59,108 STREET,"9 9,530",79,B
19930,4021660016,108-50,62 DRIVE,"9 9,613",62,C
19931,4021660039,108-49,63 AVENUE,"9 9,613",63,C
19932,4021720001,65-11,108 STREET,"9 0,816",70,B
19933,4021730001,65-35,108 STREET,"7 8,001",45,D
19934,4021760001,67-01,108 STREET,"2 9,174",100,A
19935,4021860002,111-05,66 AVENUE,"1 05,201",12,D
19936,4021890002,66-49,110 STREET,"1 92,200",42,D
19937,4022100001,68-37,YELLOWSTONE BOULEVARD,"1 41,852",90,A
19938,4022100018,68-36,YELLOWSTONE BOULEVARD,"1 33,323",67,C
19939,4022110001,68-61,YELLOWSTONE BOULEVARD,"1 47,136",85,A
19940,4022110018,68-60,108 STREET,"7 0,110",38,D
19941,4022120001,69-11,YELLOWSTONE BOULEVARD,"1 10,184",78,B
19942,4022120014,69-10,108 STREET,"1 85,650",77,B
19943,4022130001,69-39,YELLOWSTONE BOULEVARD,"2 30,880",100,A
19944,4022130018,69-40,108 STREET,"6 9,352",100,A
19945,4022140001,106-15,QUEENS BOULEVARD,"1 52,000",85,A
19946,4022140019,69-60,108 STREET,"1 32,750",65,C
19947,4022140040,107-19,70 AVENUE,"6 1,700",77,B
19948,4022150001,70-20,108 STREET,"3 21,400",64,C
19949,4022170001,68-37,108 STREET,"7 1,838",74,B
19950,4022180001,68-63,108 STREET,"7 6,200",84,B
19951,4022180021,108-32,68 DRIVE,"3 6,962",11,D
19952,4022190001,69-09,108 STREET,"7 7,000",74,B
19953,4022207501,69-45,108 STREET,"1 19,194",60,C
19954,4022210006,69-81,108 STREET,"4 5,800",58,C
19956,4022220001,70-11,108 STREET,"7 3,020",73,B
19957,4022230001,70-31,108 STREET,"1 41,900",22,D
19958,4022230020,108-48,70 ROAD,"1 19,287",51,D
19959,4022230038,108-37,71 AVENUE,"1 09,057",22,D
19960,4022240016,108-24,71 AVENUE,"6 5,500",62,C
19961,4022240048,109-23,71 ROAD,"4 9,363",55,C
19962,4022247501,109-33,71 ROAD,"5 7,269",53,D
19963,4022247502,108-20,71 AVENUE,"1 43,081",73,B
19964,4022250001,109-05,72 AVENUE,"6 3,130",81,B
19965,4022250006,109-05,QUEENS BOULEVARD,"7 2,800",82,B
19966,4022250019,71-36,110 STREET,"8 0,282",83,B
19967,4022260001,109-15,QUEENS BOULEVARD,"6 3,000",59,C
19968,4022340001,110-15,71 ROAD,"7 9,734",70,B
19969,4022340006,110-20,71 AVENUE,"1 61,250",85,A
19970,4022340031,110-56,71 AVENUE,"4 9,664",51,D
19971,4022340038,110-45,71 ROAD,"1 11,750",80,B
19972,4022350001,110-11,72 AVENUE,"7 6,770",69,C
19973,4022350004,110-20,71 ROAD,"2 15,735",81,B
19974,4022350025,110-50,71 ROAD,"1 41,656",74,B
19975,4022350038,71-40,112 STREET,"5 4,000",50,D
19976,4022350047,110-33,72 AVENUE,"6 9,322",67,C
19977,4022360001,72-11,110 STREET,"6 0,500",75,B
19978,4022360012,110-16,72 AVENUE,"1 04,644",90,A
19979,4022360027,110-48,72 AVENUE,"3 9,436",76,B
19980,4022360043,110-35,72 ROAD,"1 26,670",89,A
19981,4022370001,110-17,QUEENS BOULEVARD,"5 24,895",5,D
19982,4022370033,72-36,112 STREET,"8 5,200",25,D
19983,4022380001,110-45,QUEENS BOULEVARD,"1 92,510",70,B
19984,4022380019,72-72,112 STREET,"1 37,500",89,A
19985,4022397501,111-01,QUEENS BOULEVARD,"2 25,529",78,B
19987,4022460011,70-01,113 STREET,"6 4,032",86,A
19989,4022480099,112-50,72 AVENUE,"8 0,000",22,D
19990,4022480125,112-41,72 ROAD,"6 0,186",72,B
19991,4022480100,71-25,113 STREET,"1 02,349",47,D
19992,4022500001,72-35,112 STREET,"1 05,280",88,A
19993,4022500012,72-38,72 ROAD,"7 5,000",54,D
19994,4022510002,72-81,113 STREET,"1 22,606",70,B
19995,4022510027,113-14,72 ROAD,"1 23,000",85,A
19996,4022510054,72-61,113 STREET,"1 22,606",70,B
19997,4022520010,112-20,112 STREET,"2 38,128",82,B
19998,4022640067,112-25,QUEENS BOULEVARD,"2 7,300",57,C
19999,4022640101,75-20,113 STREET,"4 1,114",74,B
20000,4022647501,112-01,QUEENS BOULEVARD,"4 68,546",36,D
20001,4022650067,75-23,113 STREET,"4 1,920",59,C
20002,4022650079,75-05,113 STREET,"6 0,025",74,B
20004,4022660079,76-36,113 STREET,"1 45,263",81,B
20005,4022660081,114-03,QUEENS BOULEVARD,"4 8,300",100,A
20006,4022670136,76-35,GRAND CENTRAL PARKWAY,"7 9,200",78,B
20007,4022677501,76-01,113 STREET,"4 2,496",99,A
20008,4022680013,77-14,113 STREET,"1 37,820",82,B
20009,4022680014,77-34,78 AVENUE,"5 2,602",83,B
20010,4022690002,77-15,113 STREET,"9 3,000",72,B
20011,4022690020,77-35,113 STREET,"9 3,000",82,B
20012,4022700013,118-01,QUEENS BOULEVARD,"8 8,300",60,C
20013,4022700020,112-50,78 AVENUE,"1 12,500",65,C
20014,4022700041,112-09,QUEENS BOULEVARD,"5 18,929",82,B
20015,4022740002,120-55,QUEENS BOULEVARD,"2 52,672",6,D
20016,4022810001,47-01,49 STREET,"2 30,000",90,A
20017,4022830075,50-05,47 AVENUE,"3 2,618",55,C
20018,4022840006,46-02,47 AVENUE,"1 70,909",51,D
20019,4022860011,47-25,48 STREET,"1 38,000",79,B
20020,4022880027,48-10,45 STREET,"5 9,580",63,C
20022,4022900001,48-16,47 STREET,"2 30,000",45,D
20023,4022940026,50-01,44 STREET,"5 5,216",37,D
20024,4023050022,47-10,LAUREL HILL BOULEVARD,"3 7,216",9,D
20025,4023137501,58-12,QUEENS BOULEVARD,"1 57,450",80,B
20026,4023140001,59-10,QUEENS BOULEVARD,"7 21,672",100,A
20027,4023190010,47-50,59 STREET,"2 39,190",70,B
20028,4023220001,59-50,61 STREET,"2 90,000",100,A
20029,4023240035,44-20,63 STREET,"5 8,000",52,D
20030,4023247501,63-14,QUEENS BOULEVARD,"1 21,536",48,D
20031,4023250040,64-26,QUEENS BOULEVARD,"2 5,680",65,C
20032,4023420001,58-25,52 AVENUE,"3 7,800",72,B
20033,4023430001,58-51,52 AVENUE,"5 9,200",51,D
20034,4023430025,58-58,LAUREL HILL BOULEVARD,"4 0,194",52,D
20035,4023440030,59-06,LAUREL HILL BLVD,"1 01,600",15,D
20036,4023450001,59-05,52 AVENUE,"2 9,400",41,D
20037,4023490029,58-50,52 AVENUE,"3 7,348",14,D
20038,4023650040,60-30,MAURICE AVENUE,"3 5,069",42,D
20039,4023740106,64-05,53 DRIVE,"3 2,500",21,D
20040,4023740160,53-00,65 PLACE,"5 2,800",77,B
20041,4023760101,52-24,65 PLACE,"3 57,000",99,A
20042,4023820020,52-15,65 PLACE,"1 05,140",99,A
20043,4024230001,67-25,51 ROAD,"1 74,600",55,C
20044,4024310023,46-01,67 STREET,"6 2,500",88,A
20045,4024327501,46-02,70 STREET,"9 4,238",98,A
20048,4024480201,73-04,QUEENS BOULEVARD,"2 8,525",34,D
20049,4024490013,50-10,KNEELAND STREET,"5 0,732",37,D
20050,4024500017,50-40,JACOBUS STREET,"1 83,506",14,D
20051,4024510015,50-20,IRELAND STREET,"3 7,500",35,D
20052,4024510021,76-05,51 AVENUE,"3 2,207",38,D
20054,4024600009,71-08,51 AVENUE,"2 6,000",100,A
20055,4024730031,51-60,VAN KLEECK STREET,"9 9,883",88,A
20056,4024740010,51-55,VAN KLEECK STREET,"6 8,440",70,B
20057,4024740021,51-25,VAN KLEECK STREET,"7 1,184",26,D
20058,4024740022,51-15,VAN KLEECK STREET,"7 4,600",68,C
20059,4024747501,81-18,QUEENS BOULEVARD,"3 6,891",68,C
20060,4024767501,51-33,GOLDSMITH STREET,"5 1,341",76,B
20061,4024920079,74-17,GRAND AVENUE,"4 7,583",31,D
20062,4025030031,70-02,54 AVENUE,"1 55,630",79,B
20064,4025290020,43-40,57 AVENUE,"1 36,547",4,D
20065,4025380014,54-60,46 STREET,"3 0,200",46,D
20066,4025450026,46-50,54 AVENUE,"6 6,500",53,D
20067,4025500053,46-60,55 AVENUE,"2 8,629",79,B
20068,4025500090,46-05,56 ROAD,"4 09,473",5,D
20069,4025540055,57-22,57 AVENUE,"8 8,500",24,D
20071,4025730025,50-02,55 AVENUE,"4 57,750",12,D
20072,4025730124,55-30,58 STREET,"1 06,000",85,A
20073,4025730162,56-05,55 DRIVE,"5 6,700",95,A
20074,4025750040,56-75,49 PLACE,"5 3,000",2,D
20076,4025750160,49-29,MASPETH AVENUE,"4 9,000",28,D
20077,4025750170,49-25,MASPETH AVENUE,"5 5,120",87,A
20080,4025760001,56-65,RUST STREET,"3 4,085",100,A
20081,4025850002,56-38,58 STREET,"5 9,000",1,D
20087,4026020102,56-45,48 STREET,"5 8,316",94,A
20088,4026020115,56-35,48 STREET,"4 2,100",65,C
20089,4026020125,57-65,48 STREET,"8 3,550",65,C
20090,4026020170,56-72,49 PLACE,"8 4,000",56,C
20091,4026020180,56-96,49 PLACE,"3 5,000",94,A
20092,4026020190,57-00,49 PLACE,"6 6,900",10,D
20093,4026020200,57-10,49 PLACE,"8 7,810",25,D
20095,4026030087,56-71,49 PLACE,"4 1,650",77,B
20096,4026030130,57-54,PAGE PLACE,"5 6,966",45,D
20097,4026030150,58-38,PAGE PLACE,"9 3,000",21,D
20098,4026100118,51-09,GRAND AVENUE,"1 53,219",84,B
20101,4026100524,56-02,MASPETH AVENUE,"1 50,000",59,C
20102,4026110096,47-06,GRAND AVENUE,"2 6,020",59,C
20103,4026110102,47-08,GRAND AVENUE,"5 1,530",39,D
20104,4026110104,47-10,GRAND AVENUE,"7 9,000",91,A
20105,4026110106,47-12,GRAND AVENUE,"1 61,000",54,D
20106,4026110130,50-00,GRAND AVENUE,"7 5,580",64,C
20107,4026110151,53-06,GRAND AVENUE,"1 21,425",32,D
20108,4026110158,58-70,54 STREET,"3 9,900",13,D
20109,4026110350,52-15,FLUSHING AVENUE,"6 4,920",95,A
20111,4026110356,52-07,FLUSHING AVENUE,"1 00,000",30,D
20112,4026110362,52-01,FLUSHING AVENUE,"1 57,000",100,A
20113,4026110452,48-25A,METROPOLITAN AVENUE,"3 9,000",83,B
20114,4026110458,48-01,METROPOLITAN AVENUE,"3 1,546",22,D
20115,4026110480,47-05,METROPOLITAN AVENUE,"1 47,781",38,D
20116,4026110503,46-55,METROPOLITAN AVENUE,"3 2,400",100,A
20117,4026110508,46-45,METROPOLITAN AVENUE,"2 6,000",88,A
20118,4026310106,58-75,56 STREET,"3 6,000",94,A
20120,4026330011,53-20,FLUSHING AVENUE,"3 7,860",93,A
20122,4026560064,58-75,LONG ISLAND EXPRESSWAY,"7 5,447",46,D
20124,4026570023,58-40,BORDEN AVENUE,"1 02,250",56,C
20126,4026570040,59-15,MAURICE AVE,"1 34,000",94,A
20129,4026640001,56-45,58 STREET,"3 0,000",33,D
20130,4026660006,58-55,56 DRIVE,"6 0,600",44,D
20131,4026680007,58-24,MAURICE AVENUE,"4 7,500",65,C
20132,4026690001,58-51,MASPETH AVENUE,"1 95,100",41,D
20134,4026780001,58-13,GRAND AVENUE,"5 1,749",96,A
20135,4026800023,58-45,GRAND AVENUE,"2 7,500",16,D
20136,4026870021,59-40,55 DRIVE,"5 0,367",60,C
20137,4026880017,59-25,55 DRIVE,"2 8,475",100,A
20139,4026900011,59-18,56 ROAD,"2 5,500",31,D
20141,4027120058,61-15,GRAND AVENUE,"2 8,376",89,A
20142,4027320018,60-02,60 LANE,"1 20,278",35,D
20144,4027500055,58-30,63 STREET,"3 3,405",96,A
20146,4027570001,60-15,FRESH POND ROAD,"3 2,526",11,D
20147,4027847501,61-12,69 STREET,"3 7,845",76,B
20148,4028020001,72-50,GRAND AVENUE,"1 01,872",55,C
20150,4028030001,54-44,74 STREET,"1 49,334",22,D
20151,4028510022,86-08,QUEENS BOULEVARD,"2 8,890",95,A
20153,4028577501,90-02,QUEENS BOULEVARD,"2 68,752",91,A
20155,4028640017,86-04,GRAND AVENUE,"5 3,910",84,B
20156,4028640021,86-10,GRAND AVENUE,"6 6,924",39,D
20157,4028640036,86-37,53 AVENUE,"3 2,187",51,D
20159,4028740055,86-05,60 ROAD,"5 7,816",18,D
20160,4028790031,55-20,VAN HORN STREET,"1 10,880",34,D
20161,4028857501,60-70,WOODHAVEN BOULEVARD,"4 9,107",35,D
20162,4029280001,61-21,ELIOT AVENUE,"5 4,700",97,A
20163,4029450001,61-88,DRY HARBOR ROAD,"7 5,368",89,A
20164,4029480012,86-11,ELIOT AVENUE,"3 8,760",70,B
20165,4029490010,85-06,61 ROAD,"4 6,125",100,A
20167,4029740060,62-49,84 STREET,"2 92,651",90,A
20168,4029740085,62-42,WOODHAVEN BOULEVARD,"3 19,025",92,A
20169,4029740109,61-35,DRY HARBOR ROAD,"1 14,715",59,C
20170,4029777501,62-96,WOODHAVEN BOULEVARD,"1 12,976",100,A
20171,4029900045,79-15,PENELOPE AVENUE,"1 10,313",22,D
20172,4029990028,84-53,DANA COURT,"3 6,000",1,D
20173,4030270037,65-02,70 STREET,"7 3,886",15,D
20174,4030557502,71-57,METROPOLITAN AVENUE,"6 2,156",90,A
20175,4030577501,72-29,METROPOLITAN AVENUE,"4 4,470",72,B
20176,4030660052,77-26,66 DRIVE,"2 5,920",8,D
20177,4030750034,61-41,SAUNDERS STREET,"9 8,220",63,C
20178,4030760022,61-40,SAUNDERS STREET,"5 3,468",64,C
20179,4030780065,62-65,SAUNDERS STREET,"1 01,304",88,A
20180,4030780085,93-10,QUEENS BOULEVARD,"1 04,708",95,A
20181,4030780103,93-40,QUEENS BOULEVARD,"5 2,080",54,D
20182,4030790076,62-64,SAUNDERS STREET,"5 2,584",52,D
20183,4030790086,62-82,SAUNDERS STREET,"6 8,946",68,C
20184,4030790100,62-98,SAUNDERS STREET,"8 4,018",74,B
20185,4030800043,63-45,SAUNDERS STREET,"4 7,730",49,D
20186,4030800051,63-25,SAUNDERS STREET,"7 6,643",82,B
20187,4030817501,63-47,BOOTH STREET,"4 9,343",96,A
20188,4030820082,63-89,SAUNDERS STREET,"1 60,968",100,A
20189,4030830061,63-84,SAUNDERS STREET,"1 41,948",81,B
20190,4030830069,64-00,SAUNDERS STREET,"6 9,000",53,D
20191,4030830085,64-21,BOOTH STREET,"6 2,400",7,D
20192,4030840014,97-30,QUEENS BOULEVARD,"6 8,517",74,B
20193,4030840020,97-50,QUEENS BOULEVARD,"1 06,464",79,B
20194,4030840039,64-85,SAUNDERS STREET,"7 0,000",67,C
20195,4030840046,64-41,SAUNDERS STREET,"1 06,140",63,C
20196,4030850002,64-45,BOOTH STREET,"6 7,188",4,D
20197,4030850008,64-20,SAUNDERS STREET,"1 27,152",87,A
20198,4030850029,64-74,SAUNDERS STREET,"3 6,084",85,A
20199,4030850036,96-11,65 ROAD,"8 8,986",53,D
20201,4030850055,64-85,BOOTH STREET,"4 2,450",53,D
20202,4030860002,65-41,SAUNDERS STREET,"6 0,000",33,D
20203,4030860040,65-61,SAUNDERS STREET,"1 90,400",75,B
20205,4030870007,65-44,SAUNDERS STREET,"1 04,778",83,B
20206,4030870021,65-62,SAUNDERS STREET,"2 6,400",61,C
20207,4030870025,65-74,SAUNDERS STREET,"5 7,600",92,A
20208,4030870033,96-09,66 AVENUE,"7 8,384",90,A
20209,4030870052,65-65,BOOTH STREET,"6 2,010",56,C
20210,4030880001,60-05,WOODHAVEN BOULEVARD,"7 1,944",48,D
20211,4030930055,63-45,WETHEROLE STREET,"3 3,276",20,D
20212,4030940005,63-19,AUSTIN STREET,"7 2,000",100,A
20213,4030940034,63-50,WETHEROLE STREET,"7 3,620",17,D
20214,4030950081,94-01,64 ROAD,"6 8,496",62,C
20215,4030950050,93-06,63 DRIVE,"8 0,015",97,A
20216,4030960118,63-95,AUSTIN STREET,"6 1,190",35,D
20217,4030970038,64-85,WETHEROLE STREET,"5 0,400",90,A
20218,4030977503,64-49,WETHEROLE STREET,"3 9,840",86,A
20219,4030977505,65-20,BOOTH STREET,"6 3,693",58,C
20220,4030987505,64-86,WETHEROLE STREET,"3 1,493",85,A
20221,4030990007,65-38,BOOTH STREET,"6 0,000",45,D
20222,4030990016,65-60,BOOTH STREET,"6 4,932",93,A
20223,4030990025,65-70,BOOTH STREET,"3 9,600",77,B
20224,4030990031,65-84,BOOTH STREET,"6 3,624",84,B
20225,4030990042,65-65,WETHEROLE STREET,"1 31,436",74,B
20226,4030997501,95-08,65 ROAD,"3 1,568",99,A
20227,4031000018,65-60,WETHEROLE STREET,"7 4,400",79,B
20228,4031000033,94-19,66 AVENUE,"4 8,960",100,A
20229,4031007501,65-36,WETHEROLE STREET,"6 6,324",30,D
20230,4031007502,65-50,WETHEROLE STREET,"1 74,052",95,A
20231,4031040092,65-54,AUSTIN STREET,"5 1,173",100,A
20232,4031040101,65-70,AUSTIN STREET,"4 0,573",58,C
20234,4031040108,65-90,AUSTIN STREET,"5 7,600",76,B
20235,4031047501,65-38,AUSTIN STREET,"8 0,162",100,A
20236,4031050001,61-10,ALDERTON STREET,"7 2,360",79,B
20237,4031050028,61-61,WOODHAVEN BOULEVARD,"7 3,770",59,C
20238,4031090037,63-53,HARING STREET,"6 3,000",55,C
20239,4031100031,89-11,63 DRIVE,"1 19,040",32,D
20240,4031110024,88-11,63 DRIVE,"1 20,500",40,D
20241,4031157501,63-85,WOODHAVEN BOULEVARD,"1 49,558",91,A
20242,4031170001,88-04,63 DRIVE,"1 32,000",53,D
20243,4031170024,90-02,63 DRIVE,"5 2,543",81,B
20244,4031340024,65-10,DIETERLE CRESCENT,"3 3,250",52,D
20245,4031480035,85-25,68 ROAD,"3 6,246",48,D
20246,4031490019,75-10,YELLOWSTONE BOULEVARD,"5 7,600",34,D
20247,4031510043,67-50,THORNTON PLACE,"9 7,104",96,A
20248,4031510103,65-15,ALDERTON STREET,"4 2,948",77,B
20249,4031520021,66-10,THORNTON PLACE,"7 4,000",31,D
20250,4031540001,66-15,THORNTON PLACE,"1 15,200",85,A
20251,4031540025,96-09,67 AVENUE,"6 1,476",48,D
20252,4031550001,66-01,BURNS STREET,"1 44,000",84,B
20253,4031550019,66-02,AUSTIN STREET,"5 7,600",60,C
20254,4031550027,98-01,67 AVENUE,"2 75,197",85,A
20255,4031550055,97-07,67 AVENUE,"5 4,336",77,B
20256,4031560092,66-23,AUSTIN STREET,"5 1,700",69,C
20257,4031560106,94-20,WETHEROLE STREET,"4 8,960",100,A
20258,4031560114,66-20,WETHEROLE STREET,"7 5,216",66,C
20259,4031560133,98-05,67 AVENUE,"1 77,710",70,B
20260,4031570101,66-15,WETHEROLE STREET,"9 0,300",21,D
20261,4031590070,98-120,QUEENS BOULEVARD,"7 5,378",93,A
20262,4031610001,66-22,FLEET STREET,"1 12,800",40,D
20263,4031630015,67-30,DARTMOUTH STREET,"9 2,400",62,C
20264,4031640012,67-30,CLYDE STREET,"1 14,400",97,A
20265,4031640031,71-44,YELLOWSTONE BOULEVARD,"3 3,394",42,D
20266,4031640038,67-25,DARTMOUTH STREET,"8 6,136",59,C
20268,4031640054,67-15,DARTMOUTH STREET,"4 3,200",1,D
20269,4031650062,67-25,CLYDE STREET,"8 5,800",73,B
20270,4031660095,67-67,BURNS STREET,"1 09,200",94,A
20271,4031660107,67-41,BURNS STREET,"9 3,564",52,D
20272,4031670028,67-76,BOOTH STREET,"1 45,112",72,B
20273,4031680013,98-30,67 AVENUE,"1 32,725",77,B
20274,4031680036,98-50,67 AVENUE,"8 1,972",77,B
20275,4031680040,99-45,67 ROAD,"1 42,650",95,A
20276,4031680056,99-21,67 ROAD,"6 1,856",36,D
20278,4031690002,99-06,67 ROAD,"8 1,288",5,D
20279,4031690031,99-44,67 ROAD,"4 9,300",100,A
20280,4031690036,67-40,BOOTH STREET,"9 4,769",90,A
20281,4031697501,99-34,67 ROAD,"7 6,057",44,D
20282,4031700001,100-11,67 ROAD,"1 37,120",77,B
20283,4031710001,101-01,BOOTH STREET,"6 1,242",80,B
20284,4031710019,100-26,67 ROAD,"4 6,570",25,D
20285,4031717501,100-10,67 ROAD,"7 1,316",40,D
20287,4031720002,68-17,68 AVENUE,"1 34,102",83,B
20288,4031730013,101-06,67 DRIVE,"7 0,910",62,C
20289,4031730046,103-10,QUEENS BOULEVARD,"6 1,536",88,A
20290,4031730055,103-11,68 DRIVE,"8 4,174",100,A
20291,4031730070,67-87,BOOTH STREET,"1 17,480",94,A
20292,4031737501,102-30,QUEENS BOULEVARD,"1 56,351",99,A
20294,4031750001,104-20,QUEENS BOULEVARD,"1 ,741,458",87,A
20295,4031750070,104-70,QUEENS BOULEVARD,"3 3,150",87,A
20296,4031790020,68-20,SELFRIDGE STREET,"7 4,243",83,B
20297,4031800041,74-45,YELLOWSTONE BOULEVARD,"4 5,000",37,D
20298,4031830002,66-92,YELLOWSTONE BOULEVARD,"5 7,720",59,C
20300,4031910001,71-11,YELLOWSTONE BOULEVARD,"9 1,170",100,A
20301,4031930001,68-15,SELFRIDGE STREET,"4 5,354",84,B
20303,4032120001,93-02,69 AVENUE,"1 06,624",61,C
20304,4032330001,6,BURNS STREET,"9 0,141",70,B
20305,4032330022,4,DARTMOUTH STREET,"7 0,000",70,B
20306,4032340029,68-54,AUSTIN STREET,"8 4,008",70,B
20307,4032340051,68-09,BURNS STREET,"1 74,480",100,A
20308,4032340150,70-00,AUSTIN STREET,"7 9,814",18,D
20311,4032360035,70-25,YELLOWSTONE BOULEVARD,"5 75,600",18,D
20312,4032370040,106-06,QUEENS BOULEVARD,"6 7,780",23,D
20313,4032380039,106-16,70 AVENUE,"3 2,000",13,D
20314,4032387503,106-20,70 AVENUE,"2 9,417",56,C
20315,4032397501,107,QUEENS BOULEVARD,"1 93,664",40,D
20316,4032530051,20,CONTINENTAL AVENUE,"8 5,075",31,D
20317,4032550028,71-50,AUSTIN STREET,"4 0,398",8,D
20318,4032550033,71-58,AUSTIN STREET,"2 5,550",7,D
20319,4032550050,72-22,AUSTIN STREET,"2 8,500",12,D
20320,4032557501,72-34,AUSTIN STREET,"4 4,220",76,B
20321,4032560001,108-18,QUEENS BOULEVARD,"1 08,282",50,D
20322,4032560009,108-22,QUEENS BOULEVARD,"4 8,417",18,D
20323,4032570001,108-36,QUEENS BOULEVARD,"3 6,820",18,D
20324,4032577501,108-24,71 ROAD,"1 43,367",4,D
20325,4032580001,109-10,QUEENS BOULEVARD,"8 7,305",83,B
20326,4032580023,72-25,AUSTIN STREET,"4 8,780",53,D
20327,4032587501,109-20,QUEENS BOULEVARD,"6 1,050",100,A
20328,4032587502,109-19,72 ROAD,"6 5,261",86,A
20329,4032587503,109-15,72 ROAD,"3 6,248",100,A
20330,4032700001,2,RUSSELL PLACE,"4 6,800",47,D
20332,4032720001,150,GREENWAY TERRACE,"1 39,142",93,A
20333,4032750083,72-14,BURNS STREET,"5 3,400",74,B
20334,4032910001,73-20,AUSTIN STREET,"1 25,272",71,B
20335,4032910016,75-02,AUSTIN STREET,"1 23,182",65,C
20336,4032910080,150,BURNS STREET,"5 2,454",97,A
20337,4032920001,109-14,ASCAN AVENUE,"1 48,181",77,B
20338,4032920028,110-21,73 ROAD,"1 00,000",75,B
20339,4032920036,110-07,73 ROAD,"9 8,182",92,A
20340,4032930045,111-35,75 AVENUE,"3 0,580",90,A
20341,4032930050,111-15,75 AVENUE,"1 06,364",68,C
20342,4032930064,73-37,AUSTIN STREET,"9 7,825",52,D
20343,4033120001,107-01,PARK LANE SOUTH,"2 09,844",65,C
20344,4033120008,117-01,METROPOLITAN AVENUE,"2 19,248",65,C
20345,4033160010,117-14,UNION TURNPIKE,"1 21,727",63,C
20346,4033200011,116-40,PARK LANE SOUTH,"4 2,940",62,C
20347,4033200018,82-60,116 STREET,"4 2,940",85,A
20348,4033200027,82-76,116 STREET,"3 0,679",68,C
20349,4033210018,83-10,118 STREET,"7 4,118",85,A
20350,4033210037,83-46,118 STREET,"7 0,059",74,B
20351,4033210061,83-31,116 STREET,"1 40,196",82,B
20352,4033210063,83-19,116 STREET,"6 4,716",69,C
20353,4033210069,83-15,116 STREET,"6 4,716",65,C
20354,4033210100,83-80,118 STREET,"1 05,000",77,B
20355,4033210111,83-96,118 STREET,"3 0,900",81,B
20356,4033210113,117-01,84 AVENUE,"1 31,041",21,D
20358,4033217501,83-85,116 STREET,"6 5,990",88,A
20359,4033217503,83-71,116 STREET,"4 8,400",98,A
20360,4033217502,83-75,117 STREET,"3 4,063",50,D
20361,4033217504,116-24,GROSVENOR LANE,"7 9,765",36,D
20362,4033217505,116-11,CURZON ROAD,"6 4,500",100,A
20363,4033217506,83-30,118 STREET,"1 01,726",91,A
20365,4033220001,118-18,METROPOLITAN AVENUE,"7 7,670",57,C
20366,4033220014,118-40,METROPOLITAN AVENUE,"8 3,727",59,C
20367,4033220024,118-60,METROPOLITAN AVENUE,"1 41,000",62,C
20368,4033220040,83-57,118 STREET,"2 12,202",35,D
20369,4033220043,83-33,118 STREET,"7 2,147",75,B
20370,4033220105,118-80,METROPOLITAN AVENUE,"6 8,040",88,A
20372,4033220119,83-34,LEFFERTS BOULEVARD,"2 5,935",59,C
20373,4033220123,83-44,LEFFERTS BOULEVARD,"1 05,882",82,B
